1.04,0.3687,0.1003
1.05,0.3682,0.1019
1.06,0.3688,0.1032
1.07,0.3714,0.1044
1.08,0.3705,0.1067
1.09,0.3696,0.1112
1.1,0.3666,0.1091
1.11,0.367,0.1074
1.12,0.365,0.1096
1.13,0.363,0.1093
1.14,0.358,0.1092
1.15,0.3598,0.1125
1.16,0.3631,0.115
1.17,0.3605,0.1172
1.18,0.3649,0.1168
1.19,0.3701,0.1183
1.2,0.3725,0.1219
1.21,0.3703,0.1228
1.22,0.3688,0.1256
1.23,0.3662,0.1231
1.24,0.3637,0.1262
1.25,0.3684,0.1285
1.26,0.3674,0.1323
1.27,0.3681,0.1347
1.28,0.367,0.1384
1.29,0.3695,0.1355
1.3,0.3725,0.132
1.31,0.3752,0.1336
1.32,0.3774,0.1314
1.33,0.3783,0.1289
1.34,0.3812,0.1284
1.35,0.383,0.1294
1.36,0.3824,0.133
1.37,0.3791,0.1329
1.38,0.384,0.1352
1.39,0.386,0.1361
1.4,0.3878,0.1345
1.41,0.3889,0.1353
1.42,0.3906,0.137
1.43,0.393,0.1351
1.44,0.3947,0.1327
1.45,0.3908,0.1303
1.46,0.3934,0.1298
1.47,0.3966,0.1315
1.48,0.3975,0.1319
1.49,0.399,0.1315
1.5,0.3991,0.1337
1.51,0.4033,0.1358
1.52,0.3984,0.1353
1.53,0.3999,0.1387
1.54,0.4011,0.1419
1.55,0.3988,0.1418
1.56,0.3997,0.1399
1.57,0.3978,0.1372
1.58,0.3946,0.1364
1.59,0.3925,0.139
1.6,0.3909,0.1413
1.61,0.393,0.1439
1.62,0.3916,0.1465
1.63,0.3893,0.1441
1.64,0.3885,0.146
1.65,0.3874,0.1479
1.66,0.3873,0.1521
1.67,0.3904,0.1495
1.68,0.3908,0.152
1.69,0.393,0.1534
1.7,0.3922,0.1563
1.71,0.39,0.1564
1.72,0.3893,0.1588
1.73,0.3887,0.1608
1.74,0.3868,0.1589
1.75,0.3895,0.1552
1.76,0.3848,0.1559
1.77,0.3815,0.1549
1.78,0.3818,0.1589
1.79,0.3787,0.1595
1.8,0.3786,0.1567
1.81,0.3752,0.1567
1.82,0.3714,0.1546
1.83,0.3722,0.1594
1.84,0.3737,0.163
1.85,0.3762,0.1633
1.86,0.3792,0.1677
1.87,0.3758,0.1694
1.88,0.3749,0.1708
1.89,0.3767,0.1716
1.9,0.3798,0.1739
1.91,0.3806,0.1703
1.92,0.3831,0.1721
1.93,0.3873,0.1736
1.94,0.3888,0.1763
1.95,0.3864,0.1776
1.96,0.3901,0.1794
1.97,0.3876,0.1807
1.98,0.3849,0.1797
1.99,0.3839,0.184
2.0,0.3824,0.1808
2.01,0.3804,0.1793
2.02,0.3785,0.1838
2.03,0.375,0.1825
2.04,0.3763,0.1865
2.05,0.3802,0.1872
2.06,0.3828,0.1909
2.07,0.3808,0.1931
2.08,0.3774,0.1921
2.09,0.3787,0.1946
2.1,0.3784,0.1985
2.11,0.3785,0.2011
2.12,0.3767,0.2046
2.13,0.3798,0.2033
2.14,0.3822,0.1999
2.15,0.3852,0.2007
2.16,0.3867,0.1968
2.17,0.3905,0.1971
2.18,0.3911,0.1982
2.19,0.3905,0.2006
2.2,0.3946,0.1963
2.21,0.3972,0.1956
2.22,0.3954,0.1943
2.23,0.3988,0.193
2.24,0.4012,0.1941
2.25,0.4029,0.1948
2.26,0.4019,0.197
2.27,0.4053,0.1967
2.28,0.4035,0.1979
2.29,0.4008,0.1989
2.3,0.3983,0.1963
2.31,0.398,0.2007
2.32,0.3978,0.2029
2.33,0.4026,0.2028
2.34,0.4022,0.2053
2.35,0.4038,0.2083
2.36,0.4062,0.2075
2.37,0.4063,0.2047
2.38,0.4108,0.2033
2.39,0.4127,0.2034
2.4,0.4107,0.2061
2.41,0.4106,0.2088
2.42,0.4126,0.2096
2.43,0.4151,0.2085
2.44,0.4183,0.2067
2.45,0.4195,0.2082
2.46,0.4235,0.2067
2.47,0.4207,0.2031
2.48,0.4209,0.2016
2.49,0.424,0.2058
2.5,0.4255,0.2052
2.51,0.4279,0.2071
2.52,0.428,0.2087
2.53,0.428,0.2106
2.54,0.4246,0.2098
2.55,0.4252,0.214
2.56,0.423,0.2133
2.57,0.4238,0.2102
2.58,0.4209,0.2099
2.59,0.4194,0.2113
2.6,0.4167,0.2142
2.61,0.4144,0.2125
2.62,0.4138,0.2156
2.63,0.4123,0.2172
2.64,0.4155,0.2176
2.65,0.4143,0.2202
2.66,0.4126,0.2222
2.67,0.4112,0.2228
2.68,0.4127,0.2192
2.69,0.4096,0.2188
2.7,0.4074,0.2191
2.71,0.4052,0.2216
2.72,0.4072,0.2232
2.73,0.4055,0.2263
2.74,0.4025,0.2261
2.75,0.4048,0.2292
2.76,0.4035,0.2311
2.77,0.406,0.2328
2.78,0.408,0.2303
2.79,0.4106,0.2295
2.8,0.4088,0.231
2.81,0.4109,0.2325
2.82,0.4104,0.2352
2.83,0.409,0.2379
2.84,0.4066,0.2373
2.85,0.404,0.2403
2.86,0.4011,0.2419
2.87,0.4021,0.2396
2.88,0.4048,0.2369
2.89,0.4045,0.2348
2.9,0.4015,0.2336
2.91,0.3987,0.2358
2.92,0.3985,0.2337
2.93,0.3961,0.2321
2.94,0.3926,0.235
2.95,0.3964,0.2369
2.96,0.3917,0.2382
2.97,0.3885,0.2397
2.98,0.3912,0.2375
2.99,0.3889,0.2344
3.0,0.3871,0.2354
3.01,0.383,0.235
3.02,0.3818,0.2328
3.03,0.3787,0.2301
3.04,0.3767,0.2285
3.05,0.3773,0.2331
3.06,0.3771,0.2371
3.07,0.3806,0.2387
3.08,0.379,0.242
3.09,0.3763,0.2434
3.1,0.3804,0.2442
3.11,0.3827,0.2453
3.12,0.3849,0.2493
3.13,0.384,0.2524
3.14,0.3818,0.2533
3.15,0.3787,0.2527
3.16,0.3767,0.2526
3.17,0.3774,0.2554
3.18,0.3748,0.2578
3.19,0.3775,0.2591
3.2,0.381,0.2581
3.21,0.3844,0.2608
3.22,0.3826,0.2636
3.23,0.3861,0.2654
3.24,0.3873,0.2624
3.25,0.3864,0.2582
3.26,0.3898,0.2607
3.27,0.3894,0.263
3.28,0.3911,0.2626
3.29,0.3931,0.2635
3.3,0.394,0.2655
3.31,0.3954,0.2671
3.32,0.3952,0.2692
3.33,0.3953,0.2714
3.34,0.3925,0.2713
3.35,0.3946,0.2755
3.36,0.3921,0.2736
3.37,0.3906,0.27
3.38,0.3891,0.2747
3.39,0.39,0.2764
3.4,0.3858,0.2795
3.41,0.3855,0.2764
3.42,0.3862,0.2736
3.43,0.3878,0.2698
3.44,0.3853,0.2706
3.45,0.3809,0.2721
3.46,0.3815,0.2754
3.47,0.3784,0.2764
3.48,0.3769,0.2739
3.49,0.3724,0.2722
3.5,0.3743,0.2762
3.51,0.3731,0.2799
3.52,0.3732,0.2814
3.53,0.3758,0.2823
3.54,0.3786,0.2826
3.55,0.3805,0.2842
3.56,0.3813,0.2885
3.57,0.3814,0.2924
3.58,0.3788,0.2908
3.59,0.3758,0.2922
3.6,0.3741,0.2919
3.61,0.3726,0.2903
3.62,0.3697,0.2918
3.63,0.372,0.2928
3.64,0.374,0.2974
3.65,0.3727,0.2999
3.66,0.3687,0.2989
3.67,0.369,0.3015
3.68,0.3691,0.3053
3.69,0.3671,0.3068
3.7,0.3653,0.3101
3.71,0.3632,0.3139
3.72,0.3669,0.3131
3.73,0.3707,0.3099
3.74,0.3732,0.3077
3.75,0.3754,0.3102
3.76,0.3773,0.3058
3.77,0.3823,0.3044
3.78,0.3821,0.3083
3.79,0.3819,0.3097
3.8,0.3855,0.3063
3.81,0.3865,0.3046
3.82,0.389,0.3034
3.83,0.3903,0.303
3.84,0.3904,0.3066
3.85,0.3935,0.3045
3.86,0.393,0.3083
3.87,0.3894,0.3078
3.88,0.3873,0.3096
3.89,0.3905,0.311
3.9,0.3931,0.3136
3.91,0.3962,0.3095
3.92,0.3974,0.3093
3.93,0.3986,0.3092
3.94,0.4016,0.3079
3.95,0.4043,0.3082
3.96,0.4037,0.3056
3.97,0.4067,0.3062
3.98,0.4079,0.3043
3.99,0.4082,0.3093
4.0,0.4105,0.3096
4.01,0.4078,0.3111
4.02,0.412,0.3121
4.03,0.4145,0.3115
4.04,0.414,0.313
4.05,0.4111,0.3154
4.06,0.4092,0.3137
4.07,0.4077,0.313
4.08,0.4057,0.3096
4.09,0.4025,0.3105
4.1,0.4011,0.3125
4.11,0.4023,0.3163
4.12,0.404,0.3185
4.13,0.4004,0.3177
4.14,0.4018,0.3217
4.15,0.4048,0.3224
4.16,0.407,0.3221
4.17,0.409,0.324
4.18,0.4072,0.3253
4.19,0.4044,0.3265
4.2,0.4063,0.3287
4.21,0.4046,0.3303
4.22,0.4072,0.3311
4.23,0.4088,0.3295
4.24,0.4125,0.3301
4.25,0.4131,0.3316
4.26,0.4153,0.3305
4.27,0.4145,0.3272
4.28,0.417,0.328
4.29,0.419,0.3276
4.3,0.4204,0.33
4.31,0.4206,0.3315
4.32,0.4167,0.3306
4.33,0.4166,0.334
4.34,0.4171,0.3357
4.35,0.4181,0.3355
4.36,0.421,0.3367
4.37,0.4186,0.339
4.38,0.422,0.3395
4.39,0.4248,0.3395
4.4,0.4245,0.3368
4.41,0.4279,0.3378
4.42,0.4279,0.3401
4.43,0.4316,0.341
4.44,0.4328,0.3408
4.45,0.4374,0.3404
4.46,0.4375,0.3434
4.47,0.4363,0.3459
4.48,0.4362,0.3418
4.49,0.4322,0.3431
4.5,0.4288,0.3424
4.51,0.4273,0.344
4.52,0.4266,0.345
4.53,0.4244,0.3467
4.54,0.4254,0.3445
4.55,0.4231,0.3417
4.56,0.4211,0.3419
4.57,0.419,0.3445
4.58,0.4187,0.3458
4.59,0.418,0.3449
4.6,0.4154,0.3471
4.61,0.4161,0.3489
4.62,0.4158,0.3523
4.63,0.4196,0.3515
4.64,0.4169,0.3528
4.65,0.4166,0.3535
4.66,0.4157,0.3538
4.67,0.412,0.3579
4.68,0.4126,0.3566
4.69,0.4128,0.3539
4.7,0.4141,0.3513
4.71,0.4128,0.3487
4.72,0.4088,0.3495
4.73,0.4076,0.3513
4.74,0.4066,0.3504
4.75,0.4048,0.3487
4.76,0.4029,0.3482
4.77,0.403,0.3514
4.78,0.3996,0.3523
4.79,0.4018,0.3556
4.8,0.4034,0.3563
4.81,0.402,0.3578
4.82,0.3999,0.3605
4.83,0.4009,0.357
4.84,0.3971,0.3584
4.85,0.3952,0.3582
4.86,0.3938,0.3603
4.87,0.3963,0.3609
4.88,0.3968,0.364
4.89,0.3946,0.3629
4.9,0.3917,0.366
4.91,0.3948,0.3674
4.92,0.3936,0.37
4.93,0.397,0.3726
4.94,0.3986,0.3687
4.95,0.4014,0.3673
4.96,0.403,0.3671
4.97,0.4037,0.3694
4.98,0.4028,0.3694
4.99,0.3988,0.3708
5.0,0.4012,0.3724
5.01,0.4007,0.3733
5.02,0.3999,0.3754
5.03,0.3992,0.3759
5.04,0.3969,0.376
5.05,0.394,0.378
5.06,0.3912,0.3797
5.07,0.3937,0.3773
5.08,0.3972,0.3744
5.09,0.3942,0.3725
5.1,0.391,0.3723
5.11,0.391,0.3696
5.12,0.3884,0.3706
5.13,0.3852,0.3711
5.14,0.3861,0.369
5.15,0.3857,0.3662
5.16,0.3822,0.3672
5.17,0.3838,0.3641
5.18,0.3824,0.3641
5.19,0.38,0.3634
5.2,0.3767,0.365
5.21,0.3738,0.3665
5.22,0.378,0.367
5.23,0.3807,0.3693
5.24,0.3783,0.3695
5.25,0.377,0.372
5.26,0.3746,0.3721
5.27,0.3708,0.3711
5.28,0.3697,0.373
5.29,0.369,0.3689
5.3,0.3737,0.3705
5.31,0.3716,0.3668
5.32,0.3695,0.365
5.33,0.37,0.3608
5.34,0.367,0.3609
5.35,0.3662,0.3642
5.36,0.3622,0.3636
5.37,0.3617,0.361
5.38,0.3626,0.3598
5.39,0.3618,0.3584
5.4,0.3569,0.3565
5.41,0.3595,0.3535
5.42,0.3576,0.3513
5.43,0.3556,0.3471
5.44,0.3534,0.3446
5.45,0.3528,0.3494
5.46,0.3529,0.3535
5.47,0.3491,0.3563
5.48,0.3529,0.3592
5.49,0.3503,0.362
5.5,0.3467,0.3626
5.51,0.3511,0.3643
5.52,0.3535,0.3674
5.53,0.3525,0.3712
5.54,0.3506,0.3709
5.55,0.3475,0.3735
5.56,0.3467,0.3704
5.57,0.344,0.3725
5.58,0.342,0.3755
5.59,0.3464,0.377
5.6,0.3479,0.3806
5.61,0.3503,0.3774
5.62,0.3507,0.38
5.63,0.3531,0.3799
5.64,0.3531,0.3822
5.65,0.3539,0.3839
5.66,0.354,0.387
5.67,0.3528,0.3883
5.68,0.3522,0.3893
5.69,0.3521,0.3926
5.7,0.3502,0.3887
5.71,0.3482,0.3889
5.72,0.3462,0.3898
5.73,0.3455,0.3932
5.74,0.3421,0.3916
5.75,0.3439,0.3888
5.76,0.3443,0.3857
5.77,0.3407,0.3886
5.78,0.3381,0.3859
5.79,0.3352,0.3883
5.8,0.3382,0.3905
5.81,0.338,0.3953
5.82,0.3338,0.3957
5.83,0.3324,0.3958
5.84,0.3294,0.3986
5.85,0.3315,0.3999
5.86,0.3355,0.3996
5.87,0.3372,0.4027
5.88,0.3384,0.3999
5.89,0.3415,0.4009
5.9,0.3447,0.4024
5.91,0.3452,0.4045
5.92,0.3461,0.4069
5.93,0.343,0.4084
5.94,0.3397,0.4072
5.95,0.3406,0.4118
5.96,0.3446,0.4115
5.97,0.347,0.4143
5.98,0.345,0.4165
5.99,0.3484,0.4193
6.0,0.3496,0.4163
6.01,0.3518,0.4127
6.02,0.3505,0.4108
6.03,0.3524,0.4084
6.04,0.3559,0.4063
6.05,0.3554,0.4099
6.06,0.3522,0.4095
6.07,0.3534,0.4131
6.08,0.3525,0.417
6.09,0.354,0.4169
6.1,0.3558,0.4153
6.11,0.3537,0.4193
6.12,0.3581,0.4184
6.13,0.3546,0.4212
6.14,0.3584,0.4221
6.15,0.3553,0.4235
6.16,0.3585,0.4257
6.17,0.3542,0.4242
6.18,0.3558,0.4277
6.19,0.3536,0.4267
6.2,0.3517,0.427
6.21,0.353,0.4304
6.22,0.3521,0.4354
6.23,0.3515,0.4353
6.24,0.3506,0.4322
6.25,0.3501,0.4297
6.26,0.3503,0.4266
6.27,0.349,0.4259
6.28,0.3465,0.4286
6.29,0.3449,0.4306
6.3,0.3417,0.4315
6.31,0.3439,0.4343
6.32,0.3415,0.4368
6.33,0.3383,0.4347
6.34,0.3396,0.4345
6.35,0.3398,0.432
6.36,0.3407,0.4301
6.37,0.3427,0.4279
6.38,0.3441,0.4269
6.39,0.3466,0.4248
6.4,0.3469,0.4213
6.41,0.3431,0.4204
6.42,0.3417,0.4237
6.43,0.3372,0.4239
6.44,0.3374,0.4209
6.45,0.3326,0.4223
6.46,0.3339,0.4237
6.47,0.3359,0.4273
6.48,0.3327,0.428
6.49,0.3278,0.4288
6.5,0.3267,0.4285
6.51,0.3256,0.4276
6.52,0.326,0.4247
6.53,0.3267,0.4224
6.54,0.3224,0.4229
6.55,0.3221,0.4197
6.56,0.319,0.4158
6.57,0.3184,0.4205
6.58,0.315,0.4233
6.59,0.3193,0.4248
6.6,0.3191,0.4293
6.61,0.3153,0.4319
6.62,0.3124,0.4295
6.63,0.3105,0.432
6.64,0.3116,0.434
6.65,0.3153,0.4351
6.66,0.3146,0.439
6.67,0.316,0.4426
6.68,0.3177,0.4379
6.69,0.3189,0.4354
6.7,0.3227,0.4385
6.71,0.32,0.4404
6.72,0.3186,0.4431
6.73,0.3201,0.4439
6.74,0.3228,0.4441
6.75,0.3221,0.4463
6.76,0.323,0.4501
6.77,0.3205,0.4512
6.78,0.3182,0.4499
6.79,0.3193,0.453
6.8,0.3181,0.4566
6.81,0.3175,0.4545
6.82,0.3162,0.451
6.83,0.3152,0.4549
6.84,0.3113,0.4542
6.85,0.3147,0.4505
6.86,0.3115,0.4509
6.87,0.3082,0.4505
6.88,0.3115,0.4478
6.89,0.309,0.4454
6.9,0.306,0.4484
6.91,0.3032,0.4453
6.92,0.3003,0.4447
6.93,0.3007,0.4496
6.94,0.2982,0.45
6.95,0.3003,0.4536
6.96,0.3037,0.4519
6.97,0.3016,0.4553
6.98,0.304,0.4586
6.99,0.3017,0.4619
7.0,0.3017,0.4652
7.01,0.2998,0.4626
7.02,0.2969,0.4642
7.03,0.2958,0.4627
7.04,0.2941,0.4602
7.05,0.2918,0.4587
7.06,0.2889,0.46
7.07,0.2925,0.4611
7.08,0.292,0.4655
7.09,0.2912,0.469
7.1,0.2883,0.4704
7.11,0.2858,0.4668
7.12,0.2853,0.4676
7.13,0.2848,0.4729
7.14,0.2819,0.4738
7.15,0.2799,0.4741
7.16,0.2776,0.4775
7.17,0.2753,0.4795
7.18,0.2724,0.4818
7.19,0.2685,0.484
7.2,0.2705,0.486
7.21,0.2752,0.4841
7.22,0.2794,0.4835
7.23,0.283,0.4821
7.24,0.2861,0.4828
7.25,0.2894,0.4809
7.26,0.2887,0.4853
7.27,0.294,0.4821
7.28,0.2951,0.4807
7.29,0.2979,0.4817
7.3,0.2989,0.4836
7.31,0.2941,0.4847
7.32,0.2983,0.4865
7.33,0.3026,0.4833
7.34,0.3054,0.4828
7.35,0.3037,0.4809
7.36,0.3086,0.4826
7.37,0.3094,0.4828
7.38,0.3104,0.4838
7.39,0.3111,0.4847
7.4,0.3091,0.4876
7.41,0.3058,0.4856
7.42,0.3032,0.4877
7.43,0.3054,0.491
7.44,0.3086,0.4923
7.45,0.3107,0.4902
7.46,0.3127,0.4892
7.47,0.3151,0.4878
7.48,0.3157,0.4895
7.49,0.3192,0.4888
7.5,0.3234,0.4884
7.51,0.3215,0.486
7.52,0.3223,0.4852
7.53,0.3256,0.4898
7.54,0.3277,0.4865
7.55,0.3269,0.4914
7.56,0.3246,0.4932
7.57,0.3299,0.4926
7.58,0.3314,0.4945
7.59,0.3292,0.4947
7.6,0.3263,0.4953
7.61,0.3232,0.495
7.62,0.3222,0.4912
7.63,0.3198,0.4914
7.64,0.3189,0.4942
7.65,0.3173,0.4952
7.66,0.3189,0.4984
7.67,0.3172,0.4981
7.68,0.3182,0.501
7.69,0.3213,0.5011
7.7,0.3231,0.5031
7.71,0.3238,0.5046
7.72,0.321,0.5055
7.73,0.3218,0.5081
7.74,0.3258,0.5065
7.75,0.3279,0.5057
7.76,0.3289,0.5033
7.77,0.332,0.5049
7.78,0.3307,0.5072
7.79,0.3327,0.5069
7.8,0.3333,0.506
7.81,0.3376,0.503
7.82,0.3378,0.5048
7.83,0.3361,0.5067
7.84,0.3364,0.5091
7.85,0.3394,0.5075
7.86,0.3419,0.508
7.87,0.3427,0.5073
7.88,0.3457,0.5089
7.89,0.3498,0.5117
7.9,0.3508,0.5131
7.91,0.3504,0.5141
7.92,0.3479,0.5152
7.93,0.3509,0.5183
7.94,0.3496,0.5195
7.95,0.3478,0.5173
7.96,0.3476,0.5141
7.97,0.3481,0.5109
7.98,0.345,0.511
7.99,0.3426,0.5099
8.0,0.3413,0.5126
8.01,0.3387,0.5141
8.02,0.3378,0.5133
8.03,0.337,0.5117
8.04,0.3344,0.5131
8.05,0.3334,0.515
8.06,0.335,0.5169
8.07,0.3363,0.5198
8.08,0.3368,0.5216
8.09,0.3351,0.5229
8.1,0.334,0.5241
8.11,0.3345,0.5205
8.12,0.3313,0.5196
8.13,0.3298,0.523
8.14,0.3268,0.5223
8.15,0.3291,0.5256
8.16,0.3308,0.5274
8.17,0.3276,0.5291
8.18,0.3316,0.5294
8.19,0.3337,0.5304
8.2,0.3335,0.5326
8.21,0.3367,0.5327
8.22,0.3379,0.5332
8.23,0.3393,0.5354
8.24,0.3378,0.5379
8.25,0.3391,0.5401
8.26,0.3363,0.5383
8.27,0.3346,0.535
8.28,0.3319,0.5364
8.29,0.3307,0.5363
8.3,0.3278,0.5366
8.31,0.3291,0.5399
8.32,0.3315,0.5411
8.33,0.3318,0.5445
8.34,0.3284,0.5423
8.35,0.3262,0.545
8.36,0.3268,0.5472
8.37,0.3245,0.5491
8.38,0.3272,0.5497
8.39,0.3296,0.5495
8.4,0.3322,0.5495
8.41,0.3325,0.5514
8.42,0.3353,0.5504
8.43,0.3359,0.5485
8.44,0.3383,0.5503
8.45,0.3381,0.5513
8.46,0.3363,0.5537
8.47,0.3367,0.5551
8.48,0.3398,0.5549
8.49,0.3407,0.5582
8.5,0.3427,0.5554
8.51,0.3435,0.5551
8.52,0.3478,0.555
8.53,0.3469,0.5505
8.54,0.3484,0.553
8.55,0.3497,0.5569
8.56,0.3489,0.5573
8.57,0.3459,0.5574
8.58,0.3432,0.5579
8.59,0.3442,0.5614
8.6,0.3412,0.5609
8.61,0.3395,0.5611
8.62,0.3401,0.5632
8.63,0.341,0.5651
8.64,0.3382,0.5671
8.65,0.3408,0.5684
8.66,0.3439,0.5681
8.67,0.3451,0.568
8.68,0.3471,0.5696
8.69,0.3431,0.5689
8.7,0.3404,0.5712
8.71,0.3426,0.5735
8.72,0.3425,0.5751
8.73,0.3454,0.5767
8.74,0.3477,0.5765
8.75,0.3485,0.5795
8.76,0.3515,0.5781
8.77,0.3546,0.5777
8.78,0.3543,0.5809
8.79,0.3526,0.5838
8.8,0.3496,0.5853
8.81,0.348,0.5824
8.82,0.348,0.5799
8.83,0.3455,0.5809
8.84,0.3434,0.5781
8.85,0.341,0.5778
8.86,0.3393,0.5757
8.87,0.3369,0.5772
8.88,0.3376,0.5805
8.89,0.3362,0.5813
8.9,0.3341,0.5823
8.91,0.3338,0.5785
8.92,0.3335,0.5767
8.93,0.3311,0.5767
8.94,0.33,0.5797
8.95,0.3279,0.5773
8.96,0.3259,0.5798
8.97,0.327,0.5824
8.98,0.3276,0.5847
8.99,0.3248,0.5847
9.0,0.325,0.589
9.01,0.3295,0.5904
9.02,0.3274,0.5907
9.03,0.3229,0.5915
9.04,0.3208,0.5904
9.05,0.3241,0.5877
9.06,0.3221,0.5858
9.07,0.3237,0.5835
9.08,0.3248,0.5808
9.09,0.3219,0.5815
9.1,0.3214,0.5797
9.11,0.32,0.5767
9.12,0.3176,0.5782
9.13,0.3173,0.5825
9.14,0.3147,0.5809
9.15,0.311,0.5815
9.16,0.314,0.5792
9.17,0.3158,0.5768
9.18,0.3152,0.5738
9.19,0.3123,0.5746
9.2,0.3127,0.5735
9.21,0.3117,0.5706
9.22,0.3108,0.567
9.23,0.3081,0.5704
9.24,0.3072,0.5713
9.25,0.3056,0.5731
9.26,0.3066,0.5758
9.27,0.3045,0.5783
9.28,0.303,0.5747
9.29,0.3003,0.5739
9.3,0.2982,0.5766
9.31,0.3004,0.579
9.32,0.2982,0.581
9.33,0.2999,0.5833
9.34,0.3042,0.5831
9.35,0.3035,0.5852
9.36,0.3011,0.5856
9.37,0.2993,0.5855
9.38,0.297,0.5891
9.39,0.296,0.587
9.4,0.2992,0.5844
9.41,0.2963,0.5828
9.42,0.2932,0.582
9.43,0.2912,0.5836
9.44,0.2925,0.5795
9.45,0.2901,0.5768
9.46,0.2891,0.5803
9.47,0.2878,0.5799
9.48,0.2843,0.5785
9.49,0.2827,0.5804
9.5,0.2835,0.583
9.51,0.281,0.585
9.52,0.2841,0.5863
9.53,0.2881,0.5866
9.54,0.2862,0.5878
9.55,0.2845,0.5905
9.56,0.2832,0.5892
9.57,0.2809,0.5877
9.58,0.2789,0.5891
9.59,0.277,0.588
9.6,0.2756,0.5889
9.61,0.2741,0.5911
9.62,0.2751,0.5947
9.63,0.2781,0.5932
9.64,0.2777,0.5953
9.65,0.2759,0.5956
9.66,0.2747,0.5986
9.67,0.2771,0.6011
9.68,0.277,0.6036
9.69,0.2803,0.6028
9.7,0.2829,0.601
9.71,0.2863,0.6024
9.72,0.2858,0.6037
9.73,0.2823,0.6035
9.74,0.2814,0.6059
9.75,0.28,0.6056
9.76,0.2786,0.6069
9.77,0.2755,0.6039
9.78,0.2737,0.6017
9.79,0.2717,0.6011
9.8,0.2728,0.5983
9.81,0.2709,0.5971
9.82,0.272,0.5946
9.83,0.2706,0.5921
9.84,0.2681,0.5933
9.85,0.2652,0.5938
9.86,0.2645,0.5961
9.87,0.263,0.5937
9.88,0.2655,0.591
9.89,0.2688,0.59
9.9,0.2679,0.588
9.91,0.2676,0.5845
9.92,0.2649,0.586
9.93,0.264,0.587
9.94,0.2605,0.585
9.95,0.264,0.5841
9.96,0.2639,0.581
9.97,0.2649,0.5797
9.98,0.2672,0.5764
9.99,0.2643,0.5756
10.0,0.2607,0.5769
10.01,0.2612,0.5785
10.02,0.2579,0.5785
10.03,0.2593,0.5775
10.04,0.2579,0.5742
10.05,0.2555,0.5708
10.06,0.2557,0.5743
10.07,0.2527,0.5761
10.08,0.2513,0.5737
10.09,0.2478,0.5735
10.1,0.2475,0.5768
10.11,0.2462,0.5784
10.12,0.2466,0.5806
10.13,0.25,0.5803
10.14,0.2515,0.5824
